TimeStep,Iteration,Time,T_Node_0,T_Node_1,T_Node_2,T_Node_3,T_Node_4,T_Node_5,T_Node_6,T_Node_7,T_Node_8,T_Node_9,T_Node_10,T_Node_11,T_Node_12,T_Node_13,T_Node_14,T_Node_15,T_Node_16,T_Node_17,T_Node_18,T_Node_19
27,0,1.4140285714285714,283.00488464159287,193.48317136068238,114.720906168075,62.381822048000245,37.26673667789892,28.277937637275457,25.733891161856917,25.139930341441698,25.022927389680717,25.003246453296022,25.000398794030605,25.00004260690287,25.000003964618198,25.00000032137566,25.0000000226727,25.000000001389036,25.000000000073637,25.000000000003368,25.00000000000014,25.00000000000001
28,0,1.4664,283.75256009423435,195.83384409611216,117.80267097351944,64.79688512713898,38.51588617357627,28.749763856753887,25.874046123431867,25.17404337681525,25.029880617360924,25.004448875298813,25.000576757238935,25.00006528869125,25.000006464549937,25.000000560271346,25.000000042488363,25.00000000281534,25.000000000162576,25.000000000008157,25.00000000000036,25.00000000000002
29,0,1.5187714285714284,284.46165546350994,198.06606317060772,120.7737983375999,67.19588904510556,39.80376680185602,29.255704496686867,26.030573442036285,25.213809076151243,25.038363950876732,25.005988924654194,25.000816805340826,25.000097620463507,25.000010244540505,25.000000945021036,25.000000076639076,25.000000005459647,25.00000000034103,25.00000000001863,25.00000000000089,25.000000000000046
30,0,1.5711428571428572,285.1353710774873,200.18934065587874,123.63902679334011,69.57440927351618,41.12635602055741,29.795074617503555,26.20402745502895,25.25970433007813,25.04858706508552,25.00793211449442,25.001134875170386,25.000142749732408,25.000015821427304,25.000001547245155,25.000000133582116,25.000000010178276,25.000000000683617,25.00000000004039,25.0000000000021,25.000000000000107
31,0,1.6235142857142857,285.7765514871228,202.21216046165898,126.40306510768438,71.92873223025506,42.47976609972939,30.3670385562707,26.39487420934096,25.31219368714626,25.06076854970154,25.010350722091207,25.00154953155176,25.000204549638994,25.000023868152148,25.000002465853687,25.000000225743488,25.000000018314648,25.00000000131586,25.000000000083602,25.000000000004693,25.00000000000025
32,0,1.6758857142857142,286.3877333524084,204.14211549337116,129.0705327703427,74.25577630731506,43.86026893158841,30.970631963993903,26.60349226091357,25.371725578371436,25.075134265288348,25.01332364980908,25.002082127022984,25.00028771416209,25.000035245240667,25.000003834581467,25.000000370935016,25.000000031916795,25.000000002442043,25.000000000165983,25.00000000001001,25.00000000000057
33,0,1.7282571428571427,286.9711860608378,205.98602362191494,131.64591838083305,76.55301800080896,45.26431400978964,31.604782738391997,26.830174570041216,25.438729013243893,25.091915657510977,25.016936200551484,25.00275693567212,25.000397853387316,25.00005103512371,25.000005830796773,25.000000594122746,25.00000005402704,25.000000004384805,25.000000000317417,25.000000000020478,25.00000000000124
34,0,1.7806285714285712,287.52894627175624,207.7500260259865,134.13355173601485,78.8184237603742,46.68854058495571,32.2683306403689,27.075131299446145,25.513610752183748,25.111348062907652,25.02127977515504,25.00360125869568,25.000541587182287,25.00007257899,25.00000868562935,25.00000092959263,25.000000089059434,25.00000000764015,25.000000000586734,25.000000000040313,25.000000000002615
35,0,1.833,288.0628473635263,209.4396708646476,136.53758630114888,81.05038781862528,48.12978492459732,32.96004545728253,27.338493336523364,25.596752948605513,25.13366903548636,25.026451500318508,25.004645500046927,25.000726635668407,25.00010151578894,25.00001269543866,25.000001423557176,25.00000014328186,25.000000012951997,25.00000000105152,25.00000000007665,25.000000000005308
36,0,1.8853714285714285,288.5745445934228,211.05998472479934,138.86198946368742,83.24767600319852,49.58508351781029,33.678643637166616,27.620316377646105,25.688511244456183,25.1591167193098,25.03255379639151,25.005923211274613,25.000961904966097,25.00013982294349,25.000018234615894,25.000002137243346,25.000000225420823,25.000000021411235,25.00000000183192,25.00000000014119,25.000000000010406
37,0,1.937742857142857,289.0655366463001,212.61553385846975,141.11053854544758,85.40937535357824,51.05167297406422,34.42280336698312,27.920585429684557,25.789213296048914,25.18792828808442,25.039693894734967,25.00747110533973,25.001257566812708,25.000189858286568,25.0000257696858,25.000003150496948,25.000000347407465,25.000000034584826,25.000000003109676,25.000000000252612,25.000000000019746
38,0,1.9901142857142857,289.53718413804535,214.11047686879192,143.28682100871774,87.53484924491167,52.526987275101206,35.19117810640242,28.239219601201597,25.899157701941153,25.22033846875446,25.047983314447748,25.00932903982232,25.001625130802967,25.000254402701774,25.000035874646898,25.000004565932674,25.000000525283667,25.000000054681074,25.000000005153822,25.000000000440053,25.00000000003638
39,0,2.0424857142857142,289.99072554812926,215.54861021073447,145.3942376558835,89.62369764707708,54.0086529522961,35.98240861805562,28.57607707260148,26.018613301214234,25.256578162320704,25.05753730808116,25.01153997048221,25.002077508173286,25.00033670292945,25.000049247462496,25.00000651365173,25.000000780286985,25.000000084757886,25.000000008354785,25.000000000747917,25.000000000065214
40,0,2.0948571428571428,290.4272909786643,216.9334076329476,147.43600790828017,91.67572210773395,55.49448268068029,36.79513355707958,28.930960150445557,26.14781880852447,25.296873171625077,25.068474285583108,25.01414987660966,25.002629066236075,25.000440513993127,25.000066727590486,25.00000915654094,25.00000114013239,25.000000128981174,25.0000000132688,25.0000000012425,25.000000000113978
41,0,2.1472285714285713,290.84791407279965,218.26805449138607,149.4151764733924,93.6908950336596,56.98246770634081,37.627998698340285,29.30362032597102,26.286982751458545,25.34144304270763,25.080915225173477,25.01720765999209,25.00329567276212,25.000570140707463,25.00008931441796,25.000012696158535,25.000001640507918,25.000000192941094,25.00000002067495,25.00000000202091,25.000000000194586
42,0,2.1995999999999998,291.2535423711032,219.5554777057577,151.3346208829095,95.66933284805076,58.47076945664621,38.479664890091826,29.693763271415087,26.4362836758077,25.390500023572947,25.094983079193174,25.020765019632208,25.004094729801643,25.000730477745986,25.00011818644772,25.000017379202703,25.00000232679963,25.000000284033998,25.000000031647243,25.000000003222894,25.000000000325038
43,0,2.2519714285714283,291.6450463392316,220.798371999646,153.1970595179218,97.61127261697337,59.95771062287582,39.348814828983144,30.10105371999573,26.59587058517292,25.444248141801317,25.11080218222977,25.024876304583927,25.00504519662309,25.000927047774507,25.00015472106813,25.00002350454975,25.000003256059472,25.0000004119182,25.00000004764456,25.000000005046218,25.000000000532026
44,0,2.3043428571428572,292.0232272623248,221.99922295881717,155.00505984016786,99.5170517614648,61.44176595219218,40.23415875410948,30.525120186325253,26.76586358265206,25.502882400397855,25.128497668034875,25.029598347430483,25.006167601628633,25.00116603719172,25.000200514725492,25.000031430839506,25.000004499227305,25.000000589051606,25.00000007062137,25.000000007766516,25.00000000085447
45,0,2.3567142857142858,292.38882417001247,223.16032735520022,156.7610466265195,101.38709049969822,62.92155294014666,41.134439157944016,30.96555949366925,26.946354684090238,25.566588089571265,25.14819490094049,25.034990281021095,25.007484043273205,25.001454329061062,25.000257403309817,25.000041584576763,25.000006143615714,25.000000831319138,25.000000103162467,25.000000011762435,25.000000001348187
46,0,2.4090857142857143,292.74251992968095,224.2838111126239,158.4673100632407,103.22187669374574,64.3958225755624,42.048434610091284,31.42194108287334,27.13740877437285,25.63554021074953,25.17001892667606,25.041113341114865,25.00901818016748,25.001799532866013,25.000327482559715,25.000054468708946,25.00000829566332,25.000001158757705,25.000000148645082,25.000000017547134,25.00000000209206
47,0,2.461457142857143,293.0849466238426,225.37164523162176,160.1260136012738,105.02195280613611,65.86345025613797,42.974962786391956,31.893811085043225,27.339064680403975,25.709903008043597,25.194093946703287,25.048030657561736,25.01079521068229,25.002210010772608,25.000413128291076,25.00007067163265,25.000011083959286,25.000001596385783,25.000000211431843,25.00000002580734,25.000000003195996
