Index,Temperature
0,2.086643133671
1,2.085523604227
2,2.082161409864
3,2.076545767120
4,2.068658819554
5,2.058475813864
6,2.045965350596
7,2.031089713467
8,2.013805282237
9,1.994063034844
10,1.971809145043
11,1.946985682071
12,1.919531418796
13,1.889382754337
14,1.856474756254
15,1.820742325921
16,1.782121488697
17,1.740550807830
18,1.695972917684
19,1.648336167866
20,1.597596365149
21,1.543718594794
22,1.486679097122
23,1.426467169101
24,1.363087054537
25,1.296559780504
26,1.226924892238
27,1.154242034302
28,1.078592322746
29,1.000079451801
30,0.918830479648
31,0.834996241384
32,0.748751343705
33,0.660293705104
34,0.569843617378
35,0.477642318758
36,0.383950085305
37,0.289043864812
38,0.193214495187
39,0.096763566364
40,4.175525326232
41,4.173289873370
42,4.166576268111
43,4.155362839062
44,4.139613697232
45,4.119279085306
46,4.094295875054
47,4.064588221035
48,4.030068380637
49,3.990637712096
50,3.946187863256
51,3.896602164447
52,3.841757238775
53,3.781524842298
54,3.715773944759
55,3.644373058733
56,3.567192821038
57,3.484108824939
58,3.395004695038
59,3.299775388631
60,3.198330697937
61,3.090598916905
62,2.976530624592
63,2.856102524745
64,2.729321268545
65,2.596227175240
66,2.456897754147
67,2.311450922225
68,2.160047804880
69,2.002895004810
70,1.840246225409
71,1.672403142182
72,1.499715428332
73,1.322579859331
74,1.141438445652
75,0.956775572347
76,0.769114157650
77,0.579010878757
78,0.387050549571
79,0.193839770268
80,6.268878424516
81,6.265534294912
82,6.255490950149
83,6.238715623784
84,6.215154045006
85,6.184730955072
86,6.147350843279
87,6.102898914983
88,6.051242307181
89,5.992231569646
90,5.925702431439
91,5.851477873685
92,5.769370529558
93,5.679185431322
94,5.580723121751
95,5.473783143215
96,5.358167911780
97,5.233686975851
98,5.100161648900
99,4.957429993681
100,4.805352121064
101,4.643815750297
102,4.472741959598
103,4.292091036740
104,4.101868319657
105,3.902129897764
106,3.692988026884
107,3.474616095571
108,3.247252969739
109,3.011206537149
110,2.766856274996
111,2.514654673602
112,2.255127368111
113,1.988871858237
114,1.716554733550
115,1.438907367330
116,1.156720094191
117,0.870834942995
118,0.582137054072
119,0.291544965138
120,8.368919782008
121,8.364477931612
122,8.351137613787
123,8.328854660921
124,8.297555903936
125,8.257139846698
126,8.207477628008
127,8.148414288435
128,8.079770363457
129,8.001343827869
130,7.912912419169
131,7.814236369294
132,7.705061574452
133,7.585123231681
134,7.454149967709
135,7.311868480596
136,7.158008707017
137,6.992309517786
138,6.814524931028
139,6.624430816132
140,6.421832042339
141,6.206570003620
142,5.978530426763
143,5.737651342962
144,5.483931075578
145,5.217436069275
146,4.938308360054
147,4.646772463437
148,4.343141441354
149,4.027821899053
150,3.701317663823
151,3.364231909121
152,3.017267512271
153,2.661225471955
154,2.297001262983
155,1.925579069231
156,1.548023908788
157,1.165471744960
158,0.779117758585
159,0.390203036212
160,10.477844840292
161,10.472320035742
162,10.455726912464
163,10.428009502177
164,10.389075063118
165,10.338794899777
166,10.277005533618
167,10.203510247294
168,10.118081030344
169,10.020460959202
170,9.910367048075
171,9.787493609870
172,9.651516167276
173,9.502095953239
174,9.338885036807
175,9.161532104444
176,8.969688917905
177,8.763017457247
178,8.541197741295
179,8.303936297479
180,8.050975228540
181,7.782101795082
182,7.497158400871
183,7.196052832768
184,6.878768570418
185,6.545374943706
186,6.196036880618
187,5.831023956769
188,5.450718433188
189,5.055621953885
190,4.646360572122
191,4.223687786786
192,3.788485299898
193,3.341761254331
194,2.884645777196
195,2.418383737823
196,1.944324726769
197,1.463910369472
198,0.978659199097
199,0.490149421124
200,12.597819507676
201,12.591230458601
202,12.571440498151
203,12.538381372205
204,12.491939946583
205,12.431959155672
206,12.358239359395
207,12.270540136776
208,12.168582551424
209,12.052051930520
210,11.920601204061
211,11.773854854833
212,11.611413531542
213,11.432859377193
214,11.237762121836
215,11.025685982469
216,10.796197402910
217,10.548873652004
218,10.283312279426
219,9.999141403948
220,9.696030779259
221,9.373703547298
222,9.031948548870
223,8.670633016820
224,8.289715429621
225,7.889258254512
226,7.469440261943
227,7.030568049834
228,6.573086380745
229,6.097586911177
230,5.604814883996
231,5.095673366003
232,4.571224646204
233,4.032688468273
234,3.481436853648
235,2.918985378096
236,2.346980890994
237,1.767185807062
238,1.181459247209
239,0.591735449185
240,14.730972273210
241,14.723341792834
242,14.700423249335
243,14.662135541909
244,14.608344195337
245,14.538862416933
246,14.453452611514
247,14.351828388993
248,14.233657108056
249,14.098563007393
250,13.946130982814
251,13.775911073861
252,13.587423726866
253,13.380165902157
254,13.153618090872
255,12.907252300687
256,12.640541059264
257,12.352967468431
258,12.044036320457
259,11.713286259630
260,11.360302937249
261,10.984733065982
262,10.586299230491
263,10.164815256023
264,9.720201876732
265,9.252502382778
266,8.761897862808
267,8.248721599880
268,7.713472128780
269,7.156824426081
270,6.579638686681
271,5.982966147027
272,5.368051450641
273,4.736331118909
274,4.089427791027
275,3.429140029920
276,2.757427652048
277,2.076392720572
278,1.388256533491
279,0.695333128407
280,16.879385999497
281,16.870741190190
282,16.844775164445
283,16.801393350758
284,16.740438875924
285,16.661693705210
286,16.564880280733
287,16.449663699625
288,16.315654484414
289,16.162412008184
290,15.989448645940
291,15.796234730933
292,15.582204399902
293,15.346762413697
294,15.089292038809
295,14.809164070143
296,14.505747065027
297,14.178418841998
298,13.826579274341
299,13.449664376866
300,13.047161644124
301,12.618626548892
302,12.163700051088
303,11.682126900048
304,11.173774438508
305,10.638651537061
306,10.076927206629
307,9.488948358100
308,8.875256108413
309,8.236599977687
310,7.573949289618
311,6.888501084786
312,6.181683890422
313,5.455156765697
314,4.710803161629
315,3.950719298509
316,3.177196966707
317,2.392700889687
318,1.599841037776
319,0.801340530953
320,19.045089344396
321,19.035461803984
322,19.006542867499
323,18.958223820753
324,18.890324252393
325,18.802593247248
326,18.694711106585
327,18.566291644361
